RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          227     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   64   68     1     0  con    0  1.0D+00  2.0D-01  2.712D+00  3.100D+02
   65   69     1     0  con    0  1.0D+00  8.9D-02  2.712D+00  3.097D+02
   66   70     1     0  con    0  1.0D+00  1.6D-02  2.708D+00  3.095D+02
   67   71     1     0  con    0  1.0D+00  6.4D-02  2.470D+00  3.093D+02
   68   72     1     0  con    0  1.0D+00  9.0D-02  2.690D+00  3.091D+02
   69   73     1     0  con    0  1.0D+00  6.1D-02  2.693D+00  3.089D+02
   70   74     1     0  con    0  1.0D+00  1.7D-01  2.684D+00  3.087D+02
   71   75     1     0  con    0  1.0D+00  8.5D-02  2.685D+00  3.086D+02
   72   76     1     0  con    0  1.0D+00  1.7D-02  1.854D+00  3.085D+02
   73   77     1     0  con    0  1.0D+00  4.3D-02  1.913D+00  3.084D+02
   74   78     1     0  con    0  1.0D+00  2.7D-02  1.623D+00  3.083D+02
   75   79     1     0  con    0  1.0D+00  1.1D-01  2.678D+00  3.083D+02
   76   80     1     0  con    0  1.0D+00  1.5D-02  2.043D+00  3.082D+02
   77   81     1     0  con    0  1.0D+00  6.9D-03  1.798D+00  3.081D+02
   78   82     1     0  con    0  1.0D+00  2.4D-02  2.192D+00  3.081D+02
   79   83     1     0  con    0  1.0D+00  4.6D-02  2.504D+00  3.080D+02
   80   84     1     0  con    0  1.0D+00  7.1D-02  2.651D+00  3.079D+02
   81   85     1     0  con    0  1.0D+00  3.4D-02  1.784D+00  3.078D+02
   82   86     1     0  con    0  1.0D+00  6.3D-02  2.076D+00  3.078D+02
   83   87     1     0  con    0  1.0D+00  3.5D-02  1.939D+00  3.077D+02
   84   88     1     0  con    0  1.0D+00  5.0D-03  1.874D+00  3.077D+02
   85   89     1     0  con    0  1.0D+00  2.8D-02  1.400D+00  3.077D+02
   86   90     1     0  con    0  1.0D+00  2.7D-02  1.492D+00  3.076D+02
   87   91     1     0  con    0  1.0D+00  8.4D-02  2.246D+00  3.076D+02
   88   92     1     0  con    0  1.0D+00  4.2D-02  2.173D+00  3.075D+02
   89   93     1     0  con    0  1.0D+00  1.7D-02  1.979D+00  3.075D+02
   90   94     1     0  con    0  1.0D+00  5.4D-02  1.949D+00  3.074D+02
   91   95     1     0  con    0  1.0D+00  7.6D-02  2.336D+00  3.074D+02
   92   96     1     0  con    0  1.0D+00  5.3D-03  1.862D+00  3.073D+02
   93   97     1     0  con    0  1.0D+00  2.2D-02  1.367D+00  3.073D+02
   94   98     1     0  con    0  1.0D+00  4.3D-02  1.849D+00  3.072D+02
   95   99     1     0  con    0  1.0D+00  5.5D-02  2.233D+00  3.072D+02
   96  100     1     0  con    0  1.0D+00  4.5D-02  1.719D+00  3.072D+02
   97  101     1     0  con    0  1.0D+00  1.5D-02  1.036D+00  3.072D+02
   98  102     1     0  con    0  1.0D+00  7.2D-03  7.662D-01  3.072D+02

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.070E+03 seconds.

