RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          227     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   55   57     1     0  con    0  1.0D+00  4.6D-02  2.738D+00  1.958D+02
   56   58     1     0  bnd    0  1.0D+00  1.1D-01  3.333D+00  1.956D+02
   57   59     1     0  bnd    0  1.0D+00  1.2D-01  3.333D+00  1.955D+02
   58   60     1     0  con    0  1.0D+00  1.5D-02  2.394D+00  1.953D+02
   59   61     1     0  con    0  1.0D+00  2.3D-02  3.332D+00  1.952D+02
   60   62     1     0  con    0  1.0D+00  5.7D-02  3.332D+00  1.951D+02
   61   63     1     0  con    0  1.0D+00  2.0D-01  3.107D+00  1.949D+02
   62   64     1     0  con    0  1.0D+00  5.1D-02  3.331D+00  1.947D+02
   63   65     1     0  con    0  1.0D+00  3.2D-02  2.904D+00  1.946D+02
   64   66     1     0  con    0  1.0D+00  6.3D-02  2.414D+00  1.945D+02
   65   67     1     0  con    0  1.0D+00  8.6D-02  3.092D+00  1.943D+02
   66   68     1     0  bnd    0  1.0D+00  1.5D-01  3.322D+00  1.942D+02
   67   69     1     1  con    0  1.0D+00  1.2D-02  2.217D+00  1.941D+02
   68   70     1     1  con    0  1.0D+00  2.5D-02  2.196D+00  1.940D+02
   69   71     1     0  con    0  1.0D+00  5.2D-02  2.291D+00  1.939D+02
   70   72     1     0  bnd    0  1.0D+00  1.6D-01  3.333D+00  1.938D+02
   71   73     1     0  bnd    0  1.0D+00  4.7D-02  2.348D+00  1.936D+02
   72   74     1     0  con    0  1.0D+00  2.6D-02  2.396D+00  1.935D+02
   73   75     1     0  con    0  1.0D+00  6.7D-02  2.154D+00  1.934D+02
   74   76     2     1  bnd    0  1.0D+00  1.1D-01  3.255D+00  1.933D+02
   75   77     1     1  bnd    0  1.0D+00  2.4D-01  3.206D+00  1.932D+02
   76   78     1     1  con    0  1.0D+00  1.2D-02  2.914D+00  1.930D+02
   77   79     1     1  con    0  1.0D+00  1.3D-02  2.528D+00  1.929D+02
   78   80     1     1  con    0  1.0D+00  7.9D-02  2.710D+00  1.928D+02
   79   81     1     1  bnd    0  1.0D+00  1.4D-01  3.263D+00  1.926D+02
   80   82     1     1  bnd    0  1.0D+00  2.4D-01  3.274D+00  1.925D+02
   81   83     1     3  bnd    0  1.0D+00  1.7D-02  2.338D+00  1.924D+02
   82   84     1     2  con    0  1.0D+00  1.4D-02  2.158D+00  1.923D+02
   83   85     1     1  bnd    0  1.0D+00  6.2D-02  2.207D+00  1.922D+02
   84   87     1     1  bnd    1  5.2D-01  7.4D-02  3.195D+00  1.922D+02
   85   88     1     1  con    0  1.0D+00  7.3D-02  2.087D+00  1.921D+02
   86   89     1     1  con    0  1.0D+00  6.0D-02  1.343D+00  1.921D+02
   87   90     1     0  con    0  1.0D+00  6.1D-02  2.183D+00  1.920D+02
   88   91     1     0  con    0  1.0D+00  5.8D-02  2.561D+00  1.920D+02
   89   92     1     0  con    0  1.0D+00  7.6D-03  1.259D+00  1.920D+02
   90   93     1     0  con    0  1.0D+00  1.3D-02  1.751D+00  1.919D+02
   91   94     1     0  con    0  1.0D+00  1.4D-02  2.487D+00  1.919D+02
   92   95     2     1  bnd    0  1.0D+00  5.7D-02  3.148D+00  1.919D+02
   93   96     1     1  con    0  1.0D+00  1.7D-02  2.037D+00  1.918D+02
   94   97     1     1  con    0  1.0D+00  1.6D-02  1.384D+00  1.918D+02
   95   98     1     1  con    0  1.0D+00  2.6D-02  1.565D+00  1.918D+02
   96   99     1     1  bnd    0  1.0D+00  5.2D-02  2.004D+00  1.917D+02
   97  100     1     0  bnd    0  1.0D+00  1.0D-01  3.268D+00  1.917D+02
   98  101     1     0  con    0  1.0D+00  8.6D-03  1.418D+00  1.916D+02
   99  102     1     0  con    0  1.0D+00  1.0D-02  1.286D+00  1.916D+02
  100  103     1     0  con    0  1.0D+00  2.1D-02  1.545D+00  1.916D+02
  101  104     1     0  bnd    0  1.0D+00  6.8D-02  3.172D+00  1.916D+02
  102  105     1     0  con    0  1.0D+00  1.0D-02  1.344D+00  1.915D+02
  103  106     1     0  con    0  1.0D+00  1.5D-02  1.198D+00  1.915D+02
  104  107     1     0  con    0  1.0D+00  2.5D-02  1.224D+00  1.915D+02
  105  108     1     0  con    0  1.0D+00  3.4D-02  1.610D+00  1.915D+02
  106  109     1     0  con    0  1.0D+00  4.0D-02  1.437D+00  1.914D+02
  107  110     1     0  con    0  1.0D+00  7.3D-03  7.753D-01  1.914D+02

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.161E+03 seconds.

